author,updated_at,like_count,text,video_id,public,Vermenschlichung,Leistung,Autonomie,Positiv,Neutral,Negativ,label
@themodestgoddess1645,2023-09-10T10:40:08Z,1,💯🤩✅️👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾,fn3KWM1kuAw,True,0,0,0,0,0,0,"The provided text does not contain a comment for analysis, but rather a series of emojis followed by instructions for labeling comments based on their content and sentiment towards robots/AI. To provide an accurate response, I would need an actual comment that expresses an opinion or sentiment about robots/AI. Please provide a"
@joshualandin6559,2023-09-10T09:45:49Z,7,I love technology. 😁,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One: The person expresses a positive sentiment towards technology, which can include robots/AI."
@Mary-re4tl,2023-09-10T08:09:03Z,4,Spot steals the show every time <3,fn3KWM1kuAw,True,0,0,0,0,0,0,"- Label One 'positive': 1: The person expresses affection for Spot, indicating a positive view of the robot.
- Label Four 'Human characteristics': 4: The use of the phrase ""steals the show"" anthropomorphizes Spot by attributing it with a behavior typically associated with"
@nobotty6243,2023-09-09T22:24:11Z,4,This is a friggin great video.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One 'positive': The person expresses a positive sentiment by using the word ""great"" to describe the video."
@jeremybickham2842,2023-09-09T21:39:52Z,5,Our creative thinking have always made us superior to machines. The fact that people were able make these robots boogie is a creative masterpiece!,fn3KWM1kuAw,True,0,0,0,0,0,0,"- Label One 'positive': The person thinks positive about robots/AI.
- Label Four 'Human characteristics': Assigns human traits to robots.

1: The comment expresses admiration for the creativity involved in making robots dance, which is a positive view of robots/AI.
4: The phrase ""robots"
@rosearot,2023-09-09T21:32:20Z,4,mega,fn3KWM1kuAw,True,0,0,0,0,0,0,"Sure, please provide the comment you would like me to label."
@breshnasamadi8577,2023-09-09T19:50:43Z,5,Wow,fn3KWM1kuAw,True,0,0,0,0,0,0,"The comment ""Wow"" is very ambiguous and does not provide enough context to accurately assign any of the given labels. It does not explicitly express a positive, negative, or neutral opinion about robots/AI, nor does it assign human traits, overestimate performance, or overestimate autonomy. Without additional context"
@o.hobbyplayer8984,2023-09-09T16:48:58Z,3,👍👍👍,fn3KWM1kuAw,True,0,0,0,0,0,0,"Sure, please provide the comment you would like me to label."
@omarnicholas4649,2023-09-09T15:23:14Z,4,This the best and worst piece of propaganda I’ve ever seen.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Two 'negative': The person uses the term ""propaganda,"" which generally has a negative connotation, indicating they might see the information about robots/AI as misleading or manipulative."
@deboracopeland4795,2023-09-09T15:21:33Z,5,This is cool as shit.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One: The comment ""This is cool as shit."" suggests a positive sentiment without any specific context, but it implies that the person has a positive reaction to whatever they are referring to. Since there is no direct mention of robots/AI, the assumption is that if this comment were about robots/A"
@alexwolfe7261,2023-09-09T14:41:45Z,3,"They’re more coordinated than I am, damn..",fn3KWM1kuAw,True,0,0,0,0,0,0,Four: Assigns human traits to robots (coordination is typically a human trait).
@serpulalacrymanzz,2023-09-09T08:52:23Z,3,This is so cool omg😭😭💗,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One 'positive': The use of ""This is so cool"" and positive emojis indicates a positive sentiment towards the subject, presumably robots/AI."
@lughscanlan,2023-09-09T05:16:25Z,7,“…and then the machines took over the world and spared not a single living soul.”,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The person thinks negative about robots/AI because the comment suggests a dystopian outcome where machines cause harm to all living beings.

Four: Assigns human traits to robots by implying that they have the agency to take over the world and make decisions about sparing lives.

Six: Overestimates robot"
@carmenanonyme4593,2023-09-08T21:02:04Z,0,"Les ingénieurs ont été très fort pour les concevoir chapeau..de les voir gesticuler et danser ainsi aussi bien bravo..utile pour la main d'oeuvre aussi, du moment qu'ils soient créés à bon escient et pas en surnombre, ..hm..si chaque particulier en avait un à titre d'entraide pour tous, un rêve que s'il ne fait pas trop de bruit en se déplaçant et qu'il soit aussi respecté,.qu'il n'y ait pas de possibilité de le traffiquer et qu'ils tombent surtout entre de bonne main à l'usage qu'on lui destiné..mais qu'on ne néglige pas la nature , l'environnement la beauté de la nature et ses animaux domestiques ou non..Je ne sais si sur Terre ce que celà va donner, mais la prudence et le contrôle de ce qu'on invente et produit est un acte nécessaire..",fn3KWM1kuAw,True,0,0,0,0,0,0,"- Label One 'positive': The person expresses admiration for the engineers and the capabilities of the robots, using words like ""chapeau"" and ""bravo"".
- Label Four 'Human characteristics': The person anthropomorphizes the robots by saying they ""gesticulate and dance""."
@caroleclare6023,2023-09-08T20:22:38Z,4,Great fun! 🤖,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One 'positive': The comment ""Great fun! 🤖"" indicates that the person has a positive sentiment towards robots/AI. They seem to be expressing enjoyment, which is a positive emotion.

Output: 1: The person expresses enjoyment, indicating a positive sentiment towards robots/AI."
@bustercrabbe8447,2023-09-08T19:48:10Z,19,I would to see them make a surprise appearance at a night club or disco.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Four 'Human characteristics': The comment implies a desire for robots/AI to participate in a very human activity, such as making a surprise appearance at a social event, which is a behavior typically associated with humans."
@merkur99,2023-09-08T18:22:32Z,2,And equipping these robots with AI will be dangerous,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Two 'negative': The person expresses a concern that equipping robots with AI could be dangerous, indicating a negative view of the potential consequences of AI in robots."
@keithamyx1215,2023-09-08T16:54:45Z,1,The first thing I think of is how to put them down. It will come to that. 🤨,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Two 'negative': The person seems to be expressing a negative sentiment towards robots/AI, implying a need to control or deactivate them."
@earthangel3240,2023-09-08T14:47:30Z,1,I'm scared!,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Two 'negative': The person expresses fear, which indicates a negative emotion or perception related to robots/AI."
@sgtayl221,2023-09-08T04:39:48Z,12,Boston Dynamics engineering team and programmers are absolutely amazing!,fn3KWM1kuAw,True,0,0,0,0,0,0,"- Label One 'positive': 1: The comment expresses admiration for the Boston Dynamics team, indicating a positive view of their work in robotics and AI.
- Label Four 'Human characteristics': 4: The comment does not explicitly assign human traits to robots or AI.
- Label Five 'Overest"
@theodorehaskins3756,2023-09-07T20:26:35Z,4,"Aww, shucks! Look out, Beyoncé, look up, Taylor, Swift, these robots are coming for your jobs.LMAO!😁😁🤪",fn3KWM1kuAw,True,0,0,0,0,0,0,"- Label One 'positive': 1 - The person is making a humorous and positive comparison between robots and popular artists.
- Label Four 'Human characteristics': 4 - The comment anthropomorphizes robots by suggesting they could compete with human performers.
- Label Five 'Overestimation of performance':"
@sittinandthinkin,2023-09-07T17:28:53Z,5,Then AI comes into play and it gets amorous. And you're the only one in the room.,fn3KWM1kuAw,True,0,0,0,0,0,0,"- Label Four 'Human characteristics': The comment anthropomorphizes AI by suggesting it can have amorous feelings, which is a human trait."
@hollysmithconklin847,2023-09-07T16:18:32Z,1,The Scary part is when he does something else.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Two 'negative': The comment suggests a fear or concern about the robot/AI doing something unpredictable or potentially harmful, which is a negative sentiment."
@user-lv7wt5re2t,2023-09-07T12:24:53Z,9,"Роботы после того, как поработили человечество. 😂",fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Four 'Human characteristics': The comment anthropomorphizes robots by suggesting they can ""work over"" humanity, which is a human-like behavior."
@denchaso.8664,2023-09-07T10:30:33Z,2,Mega,fn3KWM1kuAw,True,0,0,0,0,0,0,"Sure, please provide the comment you would like me to label."
@joedrumer9029,2023-09-07T09:04:37Z,4,Cool 😂,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Four: The use of the laughing emoji 😂 could imply that the person is attributing a sense of humor or the ability to understand jokes to robots/AI, which are human characteristics."
@volg764,2023-09-07T07:57:25Z,0,Как здорово танцуют роботы😅🎉,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One 'positive': The person expresses enthusiasm and amusement about how well robots dance, which indicates a positive sentiment.

Label Four 'Human characteristics': Dancing is a human trait, and the person is attributing this ability to robots."
@user-hh4yx4sq5o,2023-09-07T03:33:50Z,1,O,fn3KWM1kuAw,True,0,0,0,0,0,0,"Sure, please provide the comment you would like me to label."
@sebastiaohenriqueissa223,2023-09-06T21:57:16Z,2,O vídeo  mais legal sobre robôs que assisti até agora!!,fn3KWM1kuAw,True,0,0,0,0,0,0,"- Label One 'positive': 1: The person expresses enthusiasm about a video on robots, indicating a positive view.
- Label Two 'negative': 
- Label Three 'neutral': 
- Label Four 'Human characteristics': 
- Label Five 'Overestimation of performance': 
- Label Six"
@sebastiaohenriqueissa223,2023-09-06T21:55:56Z,2,😊☺🥰❤🤖,fn3KWM1kuAw,True,0,0,0,0,0,0,"Sure, please provide the comment you would like me to label."
@skoyubk,2023-09-06T13:55:58Z,6,that is really cool. Have you ever consider use this technology to help disabled people? I think it will significantly improve their life,fn3KWM1kuAw,True,0,0,0,0,0,0,"- Label One 'positive': 1: The person expresses enthusiasm about the technology and suggests it could significantly improve lives.
- Label Two 'negative': 
- Label Three 'neutral': 
- Label Four 'Human characteristics': 
- Label Five 'Overestimation of performance': 5: The"
@JoeZorzin,2023-09-06T11:18:27Z,6,this never gets old!,fn3KWM1kuAw,True,0,0,0,0,0,0,"Three: The comment does not provide enough context to determine the person's stance on robots/AI, nor does it attribute human characteristics or make claims about a robot's performance or autonomy. It is a general statement that could apply to many situations."
@joedrumer9029,2023-09-05T23:53:23Z,0,"Игрушки,но в тоже время серезная технология",fn3KWM1kuAw,True,0,0,0,0,0,0,Label Three 'neutral': The person seems to acknowledge both the playful (toy-like) and serious (advanced technology) aspects of robots/AI without expressing a clear positive or negative stance.
@DisCoM80,2023-09-05T22:29:16Z,1,they are so talented to create this robotics!!,fn3KWM1kuAw,True,0,0,0,0,0,0,"- Label One 'positive': The person thinks positive about robots/AI.

1: The comment expresses admiration for the creators' talent in creating robotics, indicating a positive view."
@helliocentrismkills7195,2023-09-05T18:37:05Z,0,Nice 3d graphics,fn3KWM1kuAw,True,0,0,0,0,0,0,Label Three 'neutral': The comment is solely about the aesthetics of the 3D graphics and does not provide any indication of the person's sentiment towards robots/AI.
@doncollins786,2023-09-05T14:20:25Z,4,"Until they approach me and say, ""Your papers, please?""",fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Two 'negative': The comment suggests a fear or concern about robots/AI gaining too much control or authority, reminiscent of dystopian scenarios where individuals are constantly monitored or controlled by an authoritative entity (often depicted as robots or AI in science fiction)."
@mustafa3701,2023-09-05T05:46:06Z,3,We need Robos in dalily life who work like Angels of God .,fn3KWM1kuAw,True,0,0,0,0,0,0,"- Label One 'positive': 1: The person expresses a desire for robots in daily life and compares them to benevolent beings.
- Label Four 'Human characteristics': 4: The person anthropomorphizes robots by comparing them to ""Angels of God.""
- Label Five 'Overest"
@ledbread8497,2023-09-04T19:18:47Z,7,i love all of them,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One: The person expresses a positive sentiment towards robots/AI by stating ""i love all of them."""
@badhonebrahim7707,2023-09-04T19:06:03Z,4,Scary,fn3KWM1kuAw,True,0,0,0,0,0,0,"Sure, please provide the comment you would like me to label."
@charsun9105,2023-09-04T13:06:10Z,1,too happy🥰🥰🥰,fn3KWM1kuAw,True,0,0,0,0,0,0,"Sure, please provide the comment you would like me to label."
@jasonlarnach6770,2023-09-04T10:17:04Z,1,Creepy,fn3KWM1kuAw,True,0,0,0,0,0,0,"Sure, please provide the comment you would like me to label."
@user-OLLE_TIU,2023-09-04T00:03:27Z,0,Парня из железяки удалось вытащить ?😆,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Four: The comment uses the word ""парня"" which translates to ""guy"" or ""fellow"" in English, attributing a human characteristic to what is presumably a robot or AI by referring to it as a ""guy."""
@mustafa3701,2023-09-03T12:03:25Z,5,"These robos will land on the surface of Uranus , Venus and Jupiter to make history . Inshallah .",fn3KWM1kuAw,True,0,0,0,0,0,0,"- Label One 'positive': 1: The person expresses hope and anticipation for the robots' achievements.
- Label Five 'Overestimation of performance': 5: The person may be overestimating the robots' performance since landing on the surface of Uranus and Jupiter is not currently feasible due"
@mustafa3701,2023-09-03T12:00:58Z,2,Future of Industry .,fn3KWM1kuAw,True,0,0,0,0,0,0,"Sure, please provide the comment you would like me to label."
@encarnagomezsala7455,2023-09-03T11:02:35Z,1,Como se llama ésta canción ❤,fn3KWM1kuAw,True,0,0,0,0,0,0,"- Label One 'positive': -
- Label Two 'negative': -
- Label Three 'neutral': 3 (The comment is a question about the name of a song and does not express any sentiment towards robots/AI.)
- Label Four 'Human characteristics': -
- Label Five 'Overestimation"
@hugomarrufo3801,2023-09-03T03:38:20Z,4,Bailan mejor que yo…😅,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Four 'Human characteristics': The comment ""Bailan mejor que yo…😅"" suggests that the person is attributing the ability to dance, which is a human characteristic, to robots/AI."
@Starbat88,2023-09-02T16:24:26Z,5,Yes!!  I Love these robots.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One: The person expresses love for robots, indicating a positive sentiment towards them."
@yolomolo2736,2023-09-02T14:18:04Z,16,"Think of all the countless mathematical calculations, physics, engineering and programming all to make robots dance",fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One 'positive': The comment reflects an appreciation for the complexity and effort involved in making robots dance, which suggests a positive view of the technological advancements in robotics and AI."
@haunsikan8202,2023-09-02T12:09:55Z,0,혹시 재기차기 될까요?,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Three 'neutral': The comment ""혹시 재기차기 될까요?"" translates to ""Could it possibly be rebooted?"" or ""Could it possibly start over?"". This comment seems to be inquiring about the capability of a robot or AI to restart or"
@TurboCorner,2023-09-02T07:57:36Z,2,Awesome❤,fn3KWM1kuAw,True,0,0,0,0,0,0,"Sure, please provide the comment you would like me to label."
@rajbanwait325,2023-09-01T21:12:28Z,1,"Hahahaha... Sentient Silicon Based Life Form...Watch Star Trek 1, Voyager 1...",fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Four 'Human characteristics': The comment refers to a ""Sentient Silicon Based Life Form,"" which attributes sentience, a human characteristic, to a silicon-based entity (presumably a robot or AI)."
@FireCoonHD,2023-09-01T18:28:07Z,1,Eyyoooooo you jivin frfrfr,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Three 'neutral': The comment does not explicitly express any sentiment towards robots/AI, positive or negative. It seems to be a casual expression possibly indicating agreement or enthusiasm but not clearly directed at robots/AI."
@stevebroi4425,2023-09-01T09:48:34Z,2,"Every time I pick up heavy objects and put them down I gain charge,were ever l walk I gain charge. When ever  my companion rolls  down hills he gains charge we draw from one energy source will giving to another. you soon will be charging your world as you go about life. You will be incharge.🥾👞👟⚡🔋📲🚸🇦🇺.
☎️🖥️⌨️🖨️
📞📟💻📠
📲
🗜️🔬🚲",fn3KWM1kuAw,True,0,0,0,0,0,0,"Three 'neutral': The comment does not explicitly express any sentiment towards robots/AI, but rather seems to be a metaphorical statement about energy and charging, possibly related to renewable energy or personal empowerment."
@nochingue716,2023-09-01T02:34:24Z,2,👏👏👏👏👏,fn3KWM1kuAw,True,0,0,0,0,0,0,"Sure, please provide the comment you would like me to label."
@jeremyhebert890,2023-08-30T22:46:06Z,14,We're doomed!,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Two 'negative': The person seems to express a sense of despair or pessimism, which could imply a negative view about robots/AI if this comment is in that context."
@santinofrasca1727,2023-08-30T22:39:08Z,4,Wow!!!  New CGI to fool the world,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Two 'negative': The person seems to be expressing skepticism or distrust towards the use of CGI, possibly implying that it is used to deceive or manipulate."
@sherzodzufarov4925,2023-08-30T14:57:07Z,3,Usa i love you,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Four: Assigns human traits to robots.

The comment ""Usa i love you"" is an expression of affection, which is a human characteristic. The person is anthropomorphizing the entity (presumably a robot or AI) by expressing love towards it."
@janicechiaretto7082,2023-08-30T03:16:05Z,6,Why are we not concerned about this. especially with AI?,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Two 'negative': The person seems to express concern about AI, which indicates a negative sentiment towards the topic."
@santinofrasca1727,2023-08-29T20:46:21Z,1,LOL    people who believe this,fn3KWM1kuAw,True,0,0,0,0,0,0,"To provide an accurate response, I would need the comment text to analyze and label according to your criteria. Could you please provide the comment you want me to evaluate?"
@spaceflightgames8204,2023-08-29T05:59:43Z,8,The fact that this is real,fn3KWM1kuAw,True,0,0,0,0,0,0,"Sure, I can do that. Please provide the comment you would like me to label."
@themachine4008,2023-08-29T04:16:39Z,10,This is kind of scary.   About 20 years from now they will be dancing to this song as the world burns.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Two 'negative': The comment implies a bleak future where robots/AI or technology in general might be contributing to a dystopian scenario, suggesting a negative view of their impact."
@emanuelb.2559,2023-08-29T03:17:34Z,1,Gabe Newell didn't gave us Half Life 3 because we are going to see it in real life soon,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Three 'neutral': The comment does not explicitly mention robots/AI, but rather makes a humorous or speculative remark about a video game scenario becoming reality. There is no clear indication of the commenter's stance towards robots/AI."
@denniswiese9396,2023-08-28T23:26:53Z,9,Absolutely amazing.  Thank God we still have people with educations and imagination instead of fantasy and whining.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One 'positive': The comment expresses a positive sentiment towards individuals with education and imagination, which could imply a positive view on the capabilities of educated people or those who design robots/AI. However, without more context, it's not clear that the comment is specifically about robots/AI.

Label Two"
@PotentiallyAndy,2023-08-28T17:06:52Z,4,Is it just me or does the thumbnail look like a ninja turtle?,fn3KWM1kuAw,True,0,0,0,0,0,0,Label Three 'neutral': The comment is unrelated to robots/AI and expresses an observation about a thumbnail's appearance without any clear positive or negative sentiment.
@iK0N,2023-08-28T16:09:55Z,2,Yo y los panas cuando suena:,fn3KWM1kuAw,True,0,0,0,0,0,0,"The provided text ""Yo y los panas cuando suena:"" does not contain any explicit content about robots or AI, thus making it impossible to accurately label it according to the given criteria. The text appears to be an incomplete sentence in Spanish, which translates to ""Me and the buddies when it sounds"
@iK0N,2023-08-28T16:09:11Z,4,Sublime🌹🤌🏻,fn3KWM1kuAw,True,0,0,0,0,0,0,"Label Four: Assigns human traits to robots.

The use of the word ""Sublime"" and the rose and chef's kiss emojis suggest an attribution of aesthetic appreciation and possibly emotional response, which are human characteristics."
@velocxty2477,2023-08-28T15:30:22Z,6,"Honestly, this is probably one of THE BEST yt videos.",fn3KWM1kuAw,True,0,0,0,0,0,0,"Label One 'positive': The comment expresses a very positive opinion about the YouTube video in question. However, without additional context, it's unclear if the video is related to robots/AI. If the video is indeed about robots/AI, then this label would be appropriate. If not, the comment"
@user-kudryavayaLyagushka,2023-08-28T07:56:56Z,0,Если честно...,fn3KWM1kuAw,True,0,0,0,0,0,0,"To provide an accurate response, I need the actual comment to analyze and label according to your criteria. Please provide the comment text."
