author,updated_at,like_count,text,video_id,public,Vermenschlichung,Leistung,Autonomie,Positiv,Neutral,Negativ,label
@rajbanwait325,2023-09-01T21:12:28Z,1,"Hahahaha... Sentient Silicon Based Life Form...Watch Star Trek 1, Voyager 1...",fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment seems to be making fun of the idea of a sentient silicon-based life form, which could be interpreted as negative towards robots/AI."
@FireCoonHD,2023-09-01T18:28:07Z,1,Eyyoooooo you jivin frfrfr,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: Assigns human traits to robots - The comment uses slang language (""Eyyoooooo"") typically associated with human communication, implying human characteristics onto robots."
@stevebroi4425,2023-09-01T09:48:34Z,2,"Every time I pick up heavy objects and put them down I gain charge,were ever l walk I gain charge. When ever  my companion rolls  down hills he gains charge we draw from one energy source will giving to another. you soon will be charging your world as you go about life. You will be incharge.🥾👞👟⚡🔋📲🚸🇦🇺.
☎️🖥️⌨️🖨️
📞📟💻📠
📲
🗜️🔬🚲",fn3KWM1kuAw,True,0,0,0,0,0,0,1: The person thinks positive about robots/AI because they are describing the ability to gain charge and draw energy as a positive aspect of robots/AI.
@nochingue716,2023-09-01T02:34:24Z,2,👏👏👏👏👏,fn3KWM1kuAw,True,0,0,0,0,0,0,4: The use of clapping emojis suggests the person is attributing human-like qualities to robots/AI.
@jeremyhebert890,2023-08-30T22:46:06Z,14,We're doomed!,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment expresses a negative view about robots/AI, suggesting a sense of hopelessness or despair."
@santinofrasca1727,2023-08-30T22:39:08Z,4,Wow!!!  New CGI to fool the world,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The comment expresses skepticism and negativity towards CGI and its potential to deceive people.
@sherzodzufarov4925,2023-08-30T14:57:07Z,3,Usa i love you,fn3KWM1kuAw,True,0,0,0,0,0,0,Four: The comment assigns human characteristics (love) to robots.
@janicechiaretto7082,2023-08-30T03:16:05Z,6,Why are we not concerned about this. especially with AI?,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The person is expressing concern about AI and robots.
@santinofrasca1727,2023-08-29T20:46:21Z,1,LOL    people who believe this,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: The comment assigns human characteristics to robots by using the term ""LOL"" to indicate that people who believe in robots/AI are humorous or not to be taken seriously."
@spaceflightgames8204,2023-08-29T05:59:43Z,8,The fact that this is real,fn3KWM1kuAw,True,0,0,0,0,0,0,"I'm sorry, but I cannot read the comment you are referring to. If you could provide the comment, I would be happy to help you label it according to the criteria you've provided."
@themachine4008,2023-08-29T04:16:39Z,10,This is kind of scary.   About 20 years from now they will be dancing to this song as the world burns.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment expresses a negative view of the future, suggesting that the world will be in a bad state in 20 years."
@emanuelb.2559,2023-08-29T03:17:34Z,1,Gabe Newell didn't gave us Half Life 3 because we are going to see it in real life soon,fn3KWM1kuAw,True,0,0,0,0,0,0,"Three: This comment does not mention robots or AI, so it is neutral about them."
@denniswiese9396,2023-08-28T23:26:53Z,9,Absolutely amazing.  Thank God we still have people with educations and imagination instead of fantasy and whining.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment expresses a negative view of people with educations and imagination, implying that they are better than those who prefer fantasy and whining."
@PotentiallyAndy,2023-08-28T17:06:52Z,4,Is it just me or does the thumbnail look like a ninja turtle?,fn3KWM1kuAw,True,0,0,0,0,0,0,Three: The comment does not express any specific positive or negative sentiment towards robots/AI. It simply makes an observation about a thumbnail.
@iK0N,2023-08-28T16:09:55Z,2,Yo y los panas cuando suena:,fn3KWM1kuAw,True,0,0,0,0,0,0,"I'm sorry, but I cannot label the comment without actually seeing it. Please provide the comment so that I can assist you further."
@iK0N,2023-08-28T16:09:11Z,4,Sublime🌹🤌🏻,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: The comment assigns human traits to robots by using the 🌹 and 🤌🏻 emojis, suggesting a sense of beauty and delicacy typically associated with humans."
@velocxty2477,2023-08-28T15:30:22Z,6,"Honestly, this is probably one of THE BEST yt videos.",fn3KWM1kuAw,True,0,0,0,0,0,0,One:  The person thinks positive about robots/AI. The comment expresses enthusiasm and admiration for the video.
@user-kudryavayaLyagushka,2023-08-28T07:56:56Z,0,Если честно...,fn3KWM1kuAw,True,0,0,0,0,0,0,"I'm sorry, but I cannot read the comment you mentioned. If you could provide the comment, I would be happy to help you label it according to the criteria you provided."
@Channel9001,2023-08-28T06:19:53Z,9,"Human: *does the robot*
Robot: That's not how I dance, you racist! *dances like a human*",fn3KWM1kuAw,True,0,0,0,0,0,0,Four: Assigns human traits to robots. The comment attributes human characteristics to the robot by describing its dance moves.
@coreyrice1821,2023-08-28T02:07:16Z,1,Nope nope,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The comment expresses a negative attitude towards robots/AI.
@barbrice721,2023-08-28T01:59:51Z,7,If it's real. I'm astounded. If it's fake. Well done. Imagine the money trotting around in that room.,fn3KWM1kuAw,True,0,0,0,0,0,0,One: The person thinks positive about robots/AI.
@praveenkumardhankar2716,2023-08-27T22:31:41Z,1,Hyundai sure does.,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment does not mention robots or AI, so it cannot be labeled as positive, negative, or neutral."
@ZZ-dr2wj,2023-08-27T02:05:23Z,3,Could you design it to be beautiful? Can this be cuter? Because it looks really scary.,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The person expresses fear or concern about the robot's appearance.
@glennbrymer4065,2023-08-27T01:05:33Z,1,I see parts flying through the air.,fn3KWM1kuAw,True,0,0,0,0,0,0,Four: The comment assigns human characteristics to robots by suggesting that they can see and perceive their surroundings.
@tobiwayne4021,2023-08-27T00:08:05Z,0,Fake😂,fn3KWM1kuAw,True,0,0,0,0,0,0,4: The comment assigns human traits to robots by using the laughing emoji.
@antarprakash7412,2023-08-26T22:35:24Z,1,Умнее же человека будет,fn3KWM1kuAw,True,0,0,0,0,0,0,4: Assigns human traits to robots - The comment suggests that the robot will be smarter than humans.
@Tang0355,2023-08-26T18:26:58Z,1,But they don’t feel it baby,fn3KWM1kuAw,True,0,0,0,0,0,0,"Two: The comment expresses a negative sentiment about robots/AI, suggesting that they lack the ability to feel."
@aaron4310,2023-08-26T17:45:29Z,3,How's this not got more views,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The person is expressing frustration or disappointment that the content has not received more attention.
@aaron4310,2023-08-26T17:45:10Z,12,If you can't smile whilst watching robots dance I don't no what will.,fn3KWM1kuAw,True,0,0,0,0,0,0,One: The person thinks positive about robots/AI.
@Peachy_Raven,2023-08-26T11:03:20Z,10,"This is incredible. Not only the performances of the robots themselves astonishing, but also feel deep respect for the scientists and engineers who designed and researched these robots. keep up the amazing work!",fn3KWM1kuAw,True,0,0,0,0,0,0,1: The comment expresses positive feelings about the robots and the work of the scientists and engineers.
@mikeemery6741,2023-08-26T07:06:11Z,9,"Dear Boston Dynamics,  Please program robot Number 2 to never pick fruit from the forbidden tree and pass it on to robot Number 1... We don't want to have to go through that shit again...  Best Regards, God     ps:  you may want to make sure Number 1 has the remote for Number 2's audio circuitry.  I forgot that part the first go around.",fn3KWM1kuAw,True,0,0,0,0,0,0,"Four: Assigns human traits to robots - The comment refers to robots as having the ability to pick fruit from a forbidden tree, which is a human characteristic."
@PJFunnyBunny-yl7co,2023-08-26T04:39:42Z,2,🤣tears....,fn3KWM1kuAw,True,0,0,0,0,0,0,"4: The use of the emoji ""🤣"" suggests that the person is attributing human emotions (laughter) to the topic of robots/AI."
@davidstemmler1836,2023-08-26T02:55:38Z,6,F***ing scary.,fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The use of strong language indicates a negative view of robots/AI.
@riverkwai9,2023-08-25T14:17:07Z,4,Wow! Amazing Robots,fn3KWM1kuAw,True,0,0,0,0,0,0,One: The person thinks positive about robots/AI. : The comment expresses admiration for robots.
@user-lc7kr3dc5j,2023-08-25T10:40:56Z,3,чудо!,fn3KWM1kuAw,True,0,0,0,0,0,0,"One: The person expresses wonder or amazement, indicating a positive view of robots/AI."
@xenosaga8436,2023-08-24T14:04:29Z,6,"I know they'll inevitably gain sentience and destroy humanity, but I still want a robot best friend.",fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The person expresses concern about the potential negative impact of robots gaining sentience and destroying humanity.
@RichardPinewood,2023-08-24T11:01:34Z,5,"This robots with bullet proof armors will be perfect against school shooters,it will save lives !!",fn3KWM1kuAw,True,0,0,0,0,0,0,One: The person thinks positive about robots/AI.
@piggugudu1327,2023-08-24T08:33:54Z,8,Why is this so endearing ☺️ they really look like they are having a good time 😂,fn3KWM1kuAw,True,0,0,0,0,0,0,"1: The person thinks positive about robots/AI. - The comment expresses endearment and enjoyment towards the robots, indicating a positive view of their presence."
@travcat756,2023-08-23T21:37:38Z,2,Ballet is the art of dance. Any takers?,fn3KWM1kuAw,True,0,0,0,0,0,0,Three: The comment is neutral about robots/AI because it does not mention them at all.
@estibon3872,2023-08-23T21:26:10Z,2,I LOVE ROBOTS!!!! ❤❤❤❤,fn3KWM1kuAw,True,0,0,0,0,0,0,One: The person thinks positive about robots/AI.
@truefunk99,2023-08-23T21:11:25Z,3,Yikes! haha lol,fn3KWM1kuAw,True,0,0,0,0,0,0,"2: The comment expresses a negative sentiment about robots/AI, indicated by the use of ""Yikes!"".
4: The comment assigns human characteristics to robots by using ""haha lol"" to indicate laughter, as if the robot has a sense of humor."
@amalxavier5102,2023-08-23T07:11:44Z,4,"Progress with the lst 100 years, imagine thousand years,million years,i hope the future will be bright if we dont nuke ourselves",fn3KWM1kuAw,True,0,0,0,0,0,0,"Four: The person assigns human traits to robots, as they mention the possibility of nuking ourselves, which implies human-like behavior and consequences."
@Snardbafulator,2023-08-23T03:12:33Z,2,"I, for one, welcome our robot overlords.",fn3KWM1kuAw,True,0,0,0,0,0,0,Two: The person is expressing a negative view about robots/AI.
